booking_id,months_as_member,weight,days_before,day_of_week,time,category,attended
0999,8,118.88,6,Wednesday,AM,Cycling,0
1000,9,76.1,4,Tue,AM,HIIT,0
1001,4,116.17,14,Sun,AM,HIIT,-0
1002,9,100.57,8,Thu,PM,Cycling,0
1003,6,107.06,10,Fri,AM,Cycling,0
1004,18,79.71,4,Tue,AM,HIIT,1
1005,14,95.6,14,Sun,AM,HIIT,1
1006,6,98.25,4,Tue,AM,Cycling,0
1007,4,97.91,8,Thu,AM,Aqua,0
1008,13,95.46,2,Mon,AM,HIIT,0
1009,7,81.29,14,Sun,AM,Cycling,-0
1010,10,85.44,4,Tue,AM,HIIT,1
1011,8,84.78,12,Sat,AM,Strength,0
1012,11,80.16,3,Mon,AM,HIIT,-0
1013,6,77.02,8,Thu,AM,HIIT,0
1014,22,72.47,2,Mon,AM,HIIT,1
1015,37,78.84,14,Sun,AM,Cycling,1
1016,17,87.69,10,Fri,AM,Cycling,0
1017,3,98.39,8,Thu,AM,HIIT,-0
1018,12,77.86,13,Sat,PM,Strength,0
1019,20,78.85,5,Wednesday,PM,HIIT,1
1020,11,68.87,10,Fri,AM,-,0
1021,11,75.72,10 days,Fri,AM,Cycling,0
1022,11,85.39,4,Tue,AM,Strength,0
1023,8,85.87,5,Wednesday,PM,Cycling,0
1024,24,78.37,2,Mon,AM,HIIT,1
1025,8,84.76,6,Wed,PM,Cycling,0
1026,10,80.48,10,Fri,AM,Cycling,1
1027,14,70.03,2,Mon,AM,Cycling,0
1028,30,66.57,10,Fri,AM,Cycling,1
1029,39,72.72,10,Fri,AM,HIIT,1
1030,16,77.38,14,Sun,AM,HIIT,1
1031,25,69.54,2,Mon,AM,Yoga,0
1032,11,87.59,2,Mon,AM,Strength,0
1033,5,92.73,11,Fri.,PM,Yoga,0
1034,15,73.13,12,Sat,AM,Cycling,0
1035,5,102.23,8,Thu,AM,Cycling,-0
1036,16,80.51,10,Fri,AM,Strength,-0
1037,27,64.44,2,Mon,AM,HIIT,1
1038,7,99.82,8,Thu,AM,HIIT,-0
1039,11,89.04,7,Wednesday,PM,Cycling,0
1040,14,75.22,4,Tue,AM,HIIT,0
1041,3,92.28,14,Sun,AM,HIIT,-0
1042,8,71.45,7,Wed,PM,Cycling,-0
1043,6,99.08,2,Mon,AM,Cycling,-0
1044,27,66.27,14,Sun,AM,Yoga,1
1045,6,98.74,8,Thu,AM,HIIT,-0
1046,13,84.03,10,Fri,AM,Strength,0
1047,43,75.68,7,Tue,PM,Strength,0
1048,5,72.36,11,Thu,PM,Cycling,-0
1049,34,72.59,15,Sun,PM,HIIT,1
1050,13,108.49,15,Sun,PM,Cycling,0
1051,66,74.76,12,Sat,AM,Strength,1
1052,6,87.67,8,Thu,AM,Yoga,-0
1053,11,98.58,14,Sun,PM,Aqua,-0
1054,14,87.44,10,Fri,AM,HIIT,0
1055,44,67.44,6,Wednesday,AM,Yoga,1
1056,16,84.73,4,Tue,AM,Cycling,1
1057,12,70.37,2,Mon,AM,HIIT,1
1058,21,84.98,2,Mon,AM,HIIT,0
1059,2,103.2,12,Sat,PM,HIIT,0
1060,7,105.02,16,Sun,PM,Yoga,0
1061,5,82.28,14,Sun,AM,Aqua,0
1062,18,75.51,2,Monday,AM,HIIT,0
1063,20,79.56,14,Sun,AM,Strength,1
1064,27,74.64,10,Fri,AM,Yoga,1
1065,5,113.01,14,Sun,AM,HIIT,0
1066,13,82.63,10,Fri.,AM,HIIT,1
1067,15,88.37,14,Sun,AM,HIIT,0
1068,10,83.46,10,Fri,AM,Strength,0
1069,15,101.58,8,Thu,AM,HIIT,0
1070,8,86.87,10,Fri,AM,HIIT,1
1071,9,89.78,10,Fri,AM,HIIT,-0
1072,6,105.3,7,Wed,PM,HIIT,-0
1073,7,73.57,10,Fri,AM,HIIT,-0
1074,11,70.23,14,Sun,AM,Strength,-0
1075,12,113.45,12,Sat,AM,Cycling,0
1076,37,NA,11,Sat,PM,HIIT,1
1077,15,79.93,10,Fri,AM,HIIT,0
1078,9,81.36,2,Mon,AM,HIIT,1
1079,6,95.25,12,Sat,AM,HIIT,0
1080,13,76.99,14,Sun,PM,HIIT,0
1081,19,76.36,10,Fri,AM,Strength,0
1082,2,107.87,3,Tue,PM,Strength,-0
1083,17,77.38,6,Wed,PM,HIIT,0
1084,12,60.28,2,Mon,AM,Strength,1
1085,25,71.24,4,Tue,PM,Strength,0
1086,36,66.3,10,Fri,AM,HIIT,1
1087,15,82.72,12,Sat,AM,Cycling,-0
1088,15,81.13,4,Tue,AM,HIIT,1
1089,11,106.15,10,Fri,AM,Cycling,1
1090,16,76.18,13,Sun,PM,Cycling,1
1091,7,83.9,7,Thu,PM,Strength,0
1092,15,74.44,12,Sat,AM,Strength,0
1093,7,97.03,10,Fri.,AM,Strength,-0
1094,10,75.94,4,Tue,AM,Cycling,-0
1095,12,72.15,10,Fri,AM,Aqua,1
1096,5,76.18,3,Tue,PM,Strength,0
1097,20,90.68,10,Fri,AM,Cycling,-0
1098,3,88.66,8,Thu,AM,HIIT,-0
1099,7,112.71,14 days,Sun,AM,HIIT,-0
1100,30,65.6,9,Fri,PM,Cycling,0
1101,39,86.12,12,Sat,AM,HIIT,1
1102,15,70.98,6,Wed,AM,Yoga,0
1103,11,83.37,6,Wednesday,AM,Cycling,-0
1104,47,71.17,12,Sat,AM,Yoga,1
1105,13,77.43,10,Fri,AM,-,0
1106,16,79.54,11,Fri,AM,Aqua,1
1107,65,60.62,12,Sat,AM,HIIT,1
1108,7,77.76,7,Wed,PM,Strength,0
1109,5,81.07,4,Tue,AM,HIIT,-0
1110,11,106.25,4,Tue,PM,HIIT,1
1111,18,68.84,10,Fri,AM,HIIT,0
1112,14,69,8,Thu,AM,Cycling,1
1113,8,86.34,10,Fri,AM,HIIT,0
1114,7,79.69,3,Mon,AM,Cycling,-0
1115,9,75.46,14,Sun,AM,Yoga,-0
1116,14,73.31,12,Sat,AM,Cycling,-0
1117,15,65.47,6,Wednesday,AM,HIIT,1
1118,9,69.85,8,Thu,AM,HIIT,-0
1119,3,127.59,8,Thu,AM,Cycling,-0
1120,16,NA,8,Thu,AM,Cycling,1
1121,30,66.24,10,Fri,AM,HIIT,1
1122,7,79.29,4,Tue,AM,HIIT,0
1123,42,64.79,10,Fri,AM,HIIT,0
1124,6,84.71,8,Thu,PM,Aqua,1
1125,19,82.98,4,Tue,AM,Cycling,0
1126,5,84.07,2,Mon,AM,HIIT,-0
1127,13,73.96,8,Thu,AM,Yoga,-0
1128,14,69.96,8,Thu,AM,HIIT,0
1129,15,80.28,14,Sun,AM,HIIT,0
1130,8,79.83,7,Thu,PM,Strength,-0
1131,15,77.2,10,Fri,AM,Cycling,0
1132,17,69.11,4,Tue,AM,HIIT,-0
1133,31,66.13,14,Sun,AM,Cycling,0
1134,19,84.1,3,Mon,AM,HIIT,0
1135,29,68.39,14,Sun,AM,Strength,1
1136,26,74.59,12,Sat,AM,Cycling,0
1137,13,101.34,14,Sun,PM,Strength,0
1138,25,65.79,5,Tue,PM,HIIT,0
1139,25,72.79,4,Tue,AM,HIIT,0
1140,10,91.96,8,Thu,AM,HIIT,0
1141,9,75.12,1,Mon,PM,HIIT,0
1142,5,89.44,4,Tue,AM,Yoga,-0
1143,15,88.75,14,Sun,AM,Aqua,0
1144,11,89.99,6,Wed,AM,Cycling,-0
1145,9,106.16,6,Tue,PM,Cycling,0
1146,22,75.59,8,Thu,AM,HIIT,0
1147,15,72.18,4,Tue,AM,HIIT,0
1148,6,69.47,12,Sat,AM,HIIT,-0
1149,18,84.65,2,Mon,AM,HIIT,1
1150,7,82.02,2,Mon,AM,Yoga,-0
1151,25,72.89,15,Sun,PM,HIIT,1
1152,30,64.29,12,Sat,AM,Strength,1
1153,8,76.19,8,Thu,PM,HIIT,-0
1154,5,107.55,6,Wed,AM,Aqua,-0
1155,16,81.5,4,Tue,AM,HIIT,1
1156,16,83.76,2,Mon,AM,HIIT,0
1157,4,80.76,8,Thu,PM,HIIT,1
1158,38,60.68,8,Thu,PM,Strength,1
1159,20,85.5,4,Tue,PM,HIIT,1
1160,19,88.18,12,Sat,PM,HIIT,1
1161,33,70.46,10,Fri,AM,Yoga,1
1162,6,72.05,2,Mon,AM,HIIT,-0
1163,7,100.68,4,Tue,PM,HIIT,0
1164,10,87.59,10,Fri.,AM,HIIT,1
1165,15,72.29,12,Sat,AM,HIIT,0
1166,12,71.94,12,Sat,AM,HIIT,1
1167,8,80.65,5,Wednesday,PM,HIIT,0
1168,15,71.89,8,Thu,AM,Yoga,0
1169,12,80.08,10,Fri,AM,HIIT,1
1170,9,83.06,10,Fri,AM,Cycling,0
1171,9,94.24,6,Wed,AM,Strength,-0
1172,37,77.97,14,Sat,PM,HIIT,0
1173,12,83.52,10,Fri,AM,Yoga,0
1174,6,72.65,14,Sun,AM,Cycling,-0
1175,8,75.38,10,Fri,AM,Yoga,0
1176,11,64.78,2,Mon,AM,Cycling,1
1177,22,73.89,4,Tue,AM,HIIT,0
1178,19,63.45,2,Mon,AM,Strength,1
1179,13,71.23,14,Sun,PM,Yoga,0
1180,15,84.82,2,Mon,AM,HIIT,1
1181,8,85.87,14,Sun,AM,HIIT,-0
1182,18,62.01,14,Sun,PM,Cycling,0
1183,8,79.06,11,Sat,PM,Strength,-0
1184,17,84.44,2,Mon,AM,HIIT,-0
1185,33,89.68,2,Mon,AM,Yoga,0
1186,5,110.29,16,Sun,PM,HIIT,0
1187,17,82.26,10,Fri,AM,Yoga,0
1188,13,73.16,10,Fri.,AM,Strength,0
1189,5,107.06,10,Fri,AM,Yoga,0
1190,19,98.45,10,Fri,AM,Cycling,0
1191,30,69.49,1,Mon,PM,HIIT,1
1192,10,74.58,12,Sat,AM,Cycling,0
1193,5,92.47,3,Tue,PM,HIIT,0
1194,12,83.1,13,Sun,PM,HIIT,0
1195,11,69.61,10,Fri,AM,HIIT,1
1196,14,103.33,8,Thu,AM,HIIT,0
1197,16,74.33,10,Fri,AM,HIIT,1
1198,12,74.04,4,Tue,PM,-,-0
1199,6,94.48,1,Mon,PM,HIIT,1
1200,59,72.38,7,Wed,PM,Cycling,1
1201,10,89.17,12,Sat,AM,HIIT,-0
1202,5,103.62,2,Mon,AM,HIIT,-0
1203,16,63.06,14,Sun,AM,Cycling,1
1204,27,91.63,2,Mon,AM,Cycling,0
1205,10,80.77,8,Thu,AM,Yoga,1
1206,51,74.81,10,Fri,AM,-,1
1207,11,76.82,4,Tue,PM,HIIT,-0
1208,23,75.49,10,Fri,AM,Cycling,0
1209,12,72.33,14,Sun,AM,Cycling,1
1210,13,66.53,4,Tue,AM,Yoga,-0
1211,8,101.45,12,Sat,AM,Cycling,-0
1212,38,82.68,10,Fri,AM,Cycling,1
1213,29,74.85,8,Thu,AM,Cycling,1
1214,16,83.87,15,Sun,AM,Cycling,0
1215,3,80.49,10,Fri,AM,Strength,0
1216,7,80.56,12,Sat,AM,Strength,-0
1217,4,83.66,4,Tue,AM,HIIT,-0
1218,5,85.03,10,Fri,AM,Cycling,0
1219,15,93.03,6,Wednesday,AM,HIIT,-0
1220,3,90.34,10,Fri,AM,HIIT,-0
1221,25,79.19,2,Mon,AM,HIIT,1
1222,12,84.1,4,Tue,AM,HIIT,0
1223,36,67.08,14,Sun,AM,Cycling,0
1224,38,78.83,10,Fri,AM,HIIT,1
1225,6,87.93,12,Sat,AM,Cycling,0
1226,11,136.02,2,Mon,AM,HIIT,0
1227,41,61.37,5,Tue,PM,HIIT,1
1228,4,84.12,8,Thu,AM,HIIT,-0
1229,21,68.11,4,Tue,PM,Cycling,0
1230,17,80.4,14,Sun,PM,Cycling,1
1231,25,74.69,10,Fri.,AM,Cycling,1
1232,93,64.42,12,Sat,AM,Strength,1
1233,17,91.63,10,Fri,AM,Yoga,1
1234,10,76.58,8,Thu,AM,Yoga,0
1235,13,98.4,6,Wed,PM,HIIT,0
1236,16,87.83,10,Fri,AM,HIIT,0
1237,5,105.72,10,Fri,PM,Yoga,0
1238,18,90.76,10,Fri,AM,HIIT,0
1239,21,74.17,8,Thu,AM,HIIT,0
1240,8,75.42,10,Fri,AM,HIIT,1
1241,9,74.85,2,Mon,AM,HIIT,0
1242,15,74.76,10,Fri,AM,HIIT,0
1243,27,65.59,10,Fri,AM,Strength,1
1244,23,88.97,10,Fri,AM,Cycling,0
1245,15,77.96,14,Sun,AM,Cycling,0
1246,33,80.96,10,Fri,AM,Cycling,1
1247,12,81.62,10,Fri,AM,HIIT,-0
1248,4,97.16,4,Tue,PM,HIIT,-0
1249,8,78.3,12,Sat,AM,Strength,0
1250,22,74.2,9,Thu,PM,Cycling,1
1251,23,78.81,8,Thu,PM,Cycling,0
1252,9,81.65,8,Thu,AM,Strength,-0
1253,31,70.98,4,Tue,AM,HIIT,1
1254,20,81.84,10,Fri,AM,HIIT,0
1255,15,71.12,10,Fri,AM,HIIT,1
1256,23,70.88,2,Mon,AM,Cycling,0
1257,5,133.36,2,Mon,AM,Cycling,-0
1258,11,76.05,10,Fri,AM,Cycling,0
1259,3,87.74,14,Sun,AM,Cycling,-0
1260,13,83.47,6,Wed,AM,Yoga,0
1261,25,67.46,8,Thu,AM,HIIT,1
1262,41,71.94,12,Sat,AM,HIIT,1
1263,10,111.31,10,Fri,AM,HIIT,-0
1264,19,83.47,12,Sat,AM,Strength,0
1265,13,73.05,14,Sun,PM,HIIT,1
1266,5,82.14,4,Tue,AM,HIIT,-0
1267,14,NA,4,Tue,AM,Cycling,0
1268,10,73.94,10,Fri,AM,Cycling,-0
1269,7,82.26,3,Mon,PM,Strength,-0
1270,23,68.06,8,Wed,PM,HIIT,0
1271,5,82.61,12,Sat,AM,Yoga,0
1272,6,94.94,2,Mon,AM,Strength,-0
1273,8,83.73,10,Fri,AM,Yoga,0
1274,15,73.72,12,Sat,AM,Cycling,0
1275,43,67.14,3,Tue,PM,HIIT,1
1276,17,72.1,12,Sat,AM,Strength,-0
1277,4,104.25,8,Thu,AM,Strength,-0
1278,8,81.44,10,Fri,AM,HIIT,0
1279,13,78.39,12,Sat,AM,Cycling,-0
1280,17,67.46,8,Thu,AM,Cycling,0
1281,7,102.6,12,Sat,AM,HIIT,-0
1282,7,78.27,8,Thu,PM,Strength,-0
1283,19,83.96,10,Fri,AM,HIIT,-0
1284,22,78.16,12,Sat,PM,HIIT,1
1285,24,63.79,11,Fri,AM,Yoga,0
1286,10,79.31,11,Fri.,AM,Strength,0
1287,7,89.22,9,Thu,PM,Cycling,0
1288,41,80.54,11,Sat,PM,Strength,1
1289,7,104.79,10,Fri,AM,HIIT,-0
1290,31,79.68,14,Sun,AM,Aqua,0
1291,10,80.23,12,Sat,AM,Aqua,-0
1292,19,70.64,7,Thu,PM,Aqua,0
1293,6,95.1,4,Tue,AM,HIIT,-0
1294,12,89.8,10,Fri,AM,Aqua,0
1295,17,85.26,6,Wed,AM,Yoga,0
1296,14,87.9,12,Sat,AM,Cycling,0
1297,14,88.48,8,Thu,PM,Cycling,0
1298,33,71.25,11,Fri,AM,Strength,1
1299,8,94.46,10,Fri,AM,Cycling,0
1300,38,73.54,12,Sat,AM,Yoga,1
1301,19,83.51,4,Tue,AM,Strength,1
1302,21,81.88,6,Wed,AM,Aqua,0
1303,5,92.9,5,Wed,PM,Cycling,-0
1304,16,78.31,6 days,Wed,AM,Cycling,0
1305,10,99.68,14,Sun,AM,Cycling,0
1306,7,94,10,Fri,AM,HIIT,-0
1307,1,106.04,4,Tue,AM,Yoga,0
1308,4,81.9,4,Tue,AM,HIIT,-0
1309,12,72.82,10,Fri,AM,HIIT,0
1310,12,99.32,2,Mon,AM,Cycling,-0
1311,12,80.8,4,Tue,PM,HIIT,0
1312,20,103.58,8,Thu,AM,Cycling,1
1313,6,85.35,2,Mon,AM,Strength,-0
1314,16,71.36,14,Sun,AM,Cycling,1
1315,29,77.95,17,Sun,PM,HIIT,1
1316,15,61.91,14,Sun,PM,Yoga,1
1317,8,100.23,2,Mon,AM,HIIT,1
1318,13,72.13,3,Tue,PM,Strength,0
1319,54,67.03,3,Monday,AM,HIIT,1
1320,14,82.93,10,Fri,AM,HIIT,1
1321,42,62.02,12,Sat,AM,HIIT,1
1322,4,71.07,12,Sat,PM,HIIT,-0
1323,4,96.87,6,Wed,AM,HIIT,-0
1324,8,73.43,14,Sun,AM,Cycling,0
1325,12,106.37,6,Wed,AM,Cycling,0
1326,24,64.51,14 days,Sun,AM,HIIT,1
1327,6,82.63,12,Sat,AM,HIIT,-0
1328,8,80.38,2,Mon,AM,Cycling,-0
1329,11,99.29,10,Fri,AM,HIIT,-0
1330,12,92.52,8,Thu,AM,Strength,0
1331,9,73.95,2,Mon,AM,-,0
1332,12,101.56,8,Thu,AM,HIIT,1
1333,21,75.55,11,Fri,AM,Cycling,0
1334,6,84.85,10,Fri,AM,Cycling,-0
1335,5,85.07,10,Fri,AM,HIIT,0
1336,15,97.98,10,Fri,AM,HIIT,1
1337,4,NA,14,Sun,AM,Cycling,1
1338,24,64.27,4,Tue,PM,Cycling,1
1339,14,86.97,10,Fri,AM,Strength,0
1340,9,85.91,4,Tue,PM,HIIT,1
1341,148,71.09,7,Thu,PM,Aqua,1
1342,16,81.9,9,Thu,AM,HIIT,1
1343,8,97.95,3,Tue,PM,Strength,-0
1344,3,95.63,10,Fri,AM,Cycling,-0
1345,6,98.55,4,Tue,PM,Yoga,-0
1346,19,63.11,8,Thu,AM,Yoga,0
1347,11,70.18,8,Thu,AM,HIIT,-0
1348,9,83.35,6,Wed,AM,Cycling,1
1349,19,67.27,6,Wednesday,PM,HIIT,1
1350,20,77.02,8,Thu,AM,Yoga,0
1351,10,80.73,12,Sat,PM,Cycling,-0
1352,58,64.11,14,Sun,AM,HIIT,1
1353,9,83.71,6,Wed,AM,HIIT,0
1354,15,75.63,12,Sat,AM,HIIT,-0
1355,4,78.5,5,Tue,PM,HIIT,-0
1356,4,107.11,10,Fri,AM,Cycling,-0
1357,3,101.27,6 days,Wed,AM,HIIT,-0
1358,9,80.63,12,Sat,AM,HIIT,0
1359,5,89.07,6,Wed,AM,Cycling,-0
1360,20,87.83,8,Thu,AM,HIIT,1
1361,18,98.25,12,Sat,AM,HIIT,1
1362,13,76.5,2,Mon,AM,Cycling,0
1363,13,87.91,10,Fri,AM,HIIT,0
1364,10,NA,5,Tue,PM,HIIT,-0
1365,9,79.12,13,Sun,PM,Strength,0
1366,9,76.94,12,Sat,AM,HIIT,0
1367,12,84.13,29,Sun,PM,Strength,0
1368,8,79.69,8,Thu,AM,Cycling,0
1369,18,77.85,8,Thu,AM,Strength,1
1370,12,71.65,14,Sun,AM,HIIT,-0
1371,11,84.58,14,Sun,AM,HIIT,1
1372,16,84.24,10 days,Fri,AM,Cycling,1
1373,9,83,8,Thu,AM,Strength,0
1374,6,84.3,12,Sat,AM,Aqua,0
1375,25,68.49,8,Thu,AM,HIIT,1
1376,5,86.21,3,Mon,AM,HIIT,-0
1377,6,96.62,8,Thu,AM,Strength,-0
1378,21,69.44,14,Sun,AM,HIIT,1
1379,14,78.53,8,Thu,AM,Yoga,-0
1380,6,85.07,6,Wednesday,PM,Cycling,0
1381,10,88.27,11,Thu,PM,Yoga,0
1382,11,86.3,10,Fri,AM,Cycling,0
1383,6,81.43,5,Wed,PM,HIIT,-0
1384,10,76.18,10,Fri,AM,HIIT,0
1385,10,65.33,10,Fri,AM,HIIT,1
1386,8,85.33,14,Sun,AM,Strength,0
1387,15,66.06,15,Sun,PM,Aqua,0
1388,9,102.31,14,Sun,AM,Cycling,1
1389,18,63.47,2,Mon,AM,Cycling,-0
1390,8,83.58,10,Fri,AM,HIIT,0
1391,8,83.35,12,Sat,PM,Strength,0
1392,18,74.09,13,Sun,PM,Cycling,1
1393,3,95.75,12,Sat,AM,Strength,-0
1394,7,76.82,10,Fri,AM,Strength,0
1395,19,84.75,9,Fri,PM,HIIT,1
1396,11,87.24,8,Thu,AM,HIIT,1
1397,16,86.73,8,Thu,AM,Aqua,1
1398,23,66.3,10,Fri,AM,Cycling,1
1399,111,60.66,2,Mon,AM,Strength,1
1400,7,71.88,1,Mon,PM,HIIT,0
1401,24,73.47,12,Sat,AM,HIIT,1
1402,48,66.51,8,Thu,AM,Aqua,1
1403,16,87.64,6,Wed,PM,HIIT,0
1404,18,74.43,10,Fri.,AM,HIIT,1
1405,9,71.88,14,Sun,AM,Cycling,-0
1406,26,100.26,14,Sun,AM,Cycling,0
1407,10,102.02,2,Mon,AM,Yoga,0
1408,53,68.17,14,Sun,AM,Strength,0
1409,21,76.6,12,Sat,AM,Cycling,1
1410,11,92.16,9,Thu,PM,Cycling,-0
1411,7,86,17,Sun,PM,HIIT,-0
1412,32,71.67,5,Wed,PM,Cycling,0
1413,11,83.12,10,Fri,AM,HIIT,-0
1414,7,76.11,12,Sat,AM,HIIT,-0
1415,34,58.95,14,Sun,AM,HIIT,1
1416,7,82.97,6,Wed,AM,HIIT,0
1417,17,NA,2,Mon,AM,Strength,0
1418,6,94.41,4,Tue,AM,Cycling,0
1419,22,80.91,10,Fri,AM,Cycling,0
1420,19,81.53,8,Thu,AM,HIIT,1
1421,22,68.29,12,Sat,AM,HIIT,1
1422,5,99.41,2,Mon,AM,HIIT,-0
1423,7,89.21,4,Tue,PM,HIIT,1
1424,25,73.49,8,Thu,PM,Aqua,1
1425,4,88.08,10,Fri,AM,Strength,-0
1426,19,80.26,12 days,Sat,AM,HIIT,0
1427,57,68.35,8,Thu,AM,HIIT,1
1428,7,89.99,14,Sun,AM,HIIT,-0
1429,9,86.35,9,Thu,PM,HIIT,1
1430,18,76.3,4 days,Tue,AM,HIIT,1
1431,38,77.69,9,Thu,PM,HIIT,0
1432,6,82.57,2,Mon,AM,Cycling,-0
1433,11,87.37,3,Mon,PM,HIIT,-0
1434,9,80.75,8,Thu,PM,Cycling,-0
1435,14,79.86,14,Sun,AM,Cycling,0
1436,13,87.37,10,Fri,AM,Cycling,-0
1437,20,63.74,2,Mon,AM,Cycling,1
1438,8,98.04,12,Sat,AM,Cycling,0
1439,13,73.52,14,Sun,AM,Strength,1
1440,11,81.43,9,Fri,PM,Strength,-0
1441,8,78.23,4,Tue,PM,HIIT,0
1442,39,88.82,10,Fri,AM,HIIT,1
1443,5,113.16,4,Tue,PM,HIIT,-0
1444,10,75.25,4,Tue,AM,HIIT,-0
1445,10,67.73,4 days,Tue,AM,HIIT,1
1446,17,70.46,10,Fri,AM,HIIT,1
1447,22,78.21,4,Tue,AM,Cycling,0
1448,7,85.46,9,Wed,PM,HIIT,0
1449,12,82.28,8,Thu,AM,HIIT,-0
1450,69,77.26,8,Thu,AM,Yoga,1
1451,18,72.73,5,Wednesday,PM,HIIT,1
1452,22,70.97,10,Fri,AM,-,0
1453,17,67.91,12,Sat,AM,Strength,0
1454,9,84.67,14,Sun,AM,HIIT,0
1455,35,67.64,4,Tue,PM,HIIT,1
1456,11,101.27,8,Thu,AM,HIIT,-0
1457,6,83.66,4,Tue,AM,Cycling,1
1458,12,82.03,4,Tue,AM,HIIT,0
1459,4,102.92,10,Fri,AM,Strength,-0
1460,13,73.31,12,Sat,PM,Cycling,0
1461,13,73.28,12,Sat,AM,Strength,-0
1462,12,78.9,11,Wed,PM,HIIT,0
1463,25,85.75,10,Fri,AM,Aqua,1
1464,27,63.85,12,Sat,AM,HIIT,1
1465,16,67.94,12,Sat,AM,Aqua,1
1466,4,129.28,10,Fri,AM,Yoga,0
1467,13,94.71,14,Sun,AM,HIIT,0
1468,7,90.64,9,Tue,PM,HIIT,-0
1469,22,82.79,2,Mon,AM,HIIT,-0
1470,13,95.47,6,Wed,AM,Strength,-0
1471,14,80.12,2,Monday,AM,Strength,1
1472,8,75.32,7,Thu,PM,Cycling,-0
1473,42,76.55,14,Sun,AM,HIIT,1
1474,26,71.87,10 days,Fri,AM,Strength,1
1475,10,82.38,6,Wed,PM,Aqua,0
1476,12,75.82,12,Sat,AM,Cycling,1
1477,12,74,4,Tue,AM,HIIT,1
1478,22,82.2,14,Sun,AM,Yoga,0
1479,16,73.94,12,Sat,AM,Strength,-0
1480,21,69.62,3,Mon,PM,HIIT,1
1481,21,95.85,8,Thu,AM,HIIT,1
1482,8,96.91,8,Thu,AM,Strength,-0
1483,3,90.73,12,Sat,AM,Aqua,-0
1484,12,79.13,2,Mon,AM,HIIT,-0
1485,19,69.63,10,Fri,AM,HIIT,1
1486,54,72.29,5,Tue,PM,HIIT,1
1487,10,82.81,2,Mon,AM,Aqua,-0
1488,15,77.79,4,Tue,AM,Yoga,0
1489,11,81.44,8,Thu,AM,HIIT,0
1490,7,77.8,10,Fri,AM,Aqua,-0
1491,6,105.12,2,Mon,AM,Yoga,-0
1492,8,87.76,2,Mon,PM,HIIT,-0
1493,18,74.32,6,Wednesday,PM,HIIT,0
1494,9,80.46,8,Thu,AM,HIIT,0
1495,15,88.5,7,Thu,PM,HIIT,1
1496,21,79.51,10,Fri,AM,HIIT,0
1497,29,89.55,2,Mon,AM,Strength,0
1498,9,87.38,4,Tue,AM,HIIT,0
1499,34,68.64,14,Sun,AM,Aqua,0
1500,20,94.39,8,Thu,AM,Cycling,1
